,Sl.No,Lane,VehicleType,Entry,Exit,TravelTime,Speed(kmph),Time Interval,CumulativeEntryFlow,CumulativeExitFlow,EntryFlow/Interval,ExitFlow/Interval,Travel Time in one minute,Travel Time in one minute(interval wise),Avg Travel Time in one minute,SMS,Exit Flow Per Hour,Small Car,Big Car,Two Wheeler,LCV,Bus,Single Axle,Multi Axle,Small Car interval wise,Big Car interval wise,Two Wheeler interval wise,LCV interval wise,Bus interval wise,Single Axle interval wise,Multi Axle interval wise,Cumulative Speed of Small Car,Cumulative Speed of Big Car,Cumulative Speed of Two Wheeler,Cumulative Speed of LCV,Cumulative Speed of Bus,Cumulative Speed of Single Axle,Cumulative Speed of Multi Axle,Cumulative Speed of Small Car interval wise,Cumulative Speed of Big Car interval wise,Cumulative Speed of Two Wheeler interval wise,Cumulative Speed of LCV interval wise,Cumulative Speed of Bus interval wise,Cumulative Speed of Single Axle interval wise,Cumulative Speed of Multi Axle interval wise,Avg Speed of Small Car,Avg Speed of Big Car,Avg Speed of Two Wheeler,Avg Speed of LCV,Avg Speed of Bus,Avg Speed of Single Axle,Avg Speed of Multi Axle,Small Car PCU,Big Car PCU,Two Wheeler PCU,LCV PCU,Bus PCU,Single Axle PCU,Multi Axle PCU,Final PCU per 5min
702,703,1,2,4696.32,4704.09,7.770000000000437,28.72586872586711,210900,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
703,704,1,1,4699.47,4707.87,8.399999999999636,26.57142857142972,211200,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
704,705,2,2,4709.96,4715.29,5.329999999999927,41.87617260788049,211500,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
705,706,2,3,4709.81,4716.51,6.699999999999818,33.3134328358218,211800,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
706,707,2,3,4712.44,4718.63,6.190000000000509,36.05815831986779,212100,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
707,708,1,1,4713.67,4719.41,5.739999999999782,38.88501742160427,212400,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
708,709,1,5,4730.56,4742.43,11.86999999999989,18.803706823926035,212700,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
709,710,1,2,4734.73,4739.66,4.930000000000291,45.27383367139692,213000,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
710,711,1,1,4735.92,4744.76,8.840000000000146,25.248868778280126,213300,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
711,712,1,2,4751.56,4759.11,7.549999999999272,29.562913907287616,213600,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
712,713,1,6,4763.59,4770.59,7.0,31.885714285714283,213900,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
713,714,1,3,4768.27,4774.71,6.4399999999996,34.658385093169855,214200,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
714,715,1,1,4771.71,4778.35,6.640000000000327,33.61445783132364,214500,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
715,716,1,3,4772.49,4775.8,3.3100000000004,67.43202416917613,214800,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
716,717,1,2,4776.5,4782.95,6.449999999999818,34.60465116279167,215100,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
717,718,1,3,4798.62,4804.37,5.75,38.81739130434782,215400,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
718,719,1,2,4800.99,4805.48,4.489999999999782,49.71046770601578,215700,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
719,720,1,3,4808.34,4817.06,8.720000000000255,25.59633027522861,216000,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
720,721,1,3,4812.85,4817.06,4.210000000000036,53.01662707838434,216300,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
721,722,1,2,4816.42,4823.48,7.059999999999491,31.61473087818925,216600,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
722,723,1,4,4818.46,4826.88,8.420000000000073,26.50831353919217,216900,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
723,724,1,2,4823.48,4830.99,7.510000000000218,29.72037283621751,217200,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
724,725,1,1,4834.79,4839.68,4.890000000000327,45.64417177913805,217500,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
725,726,1,2,4846.5,4850.62,4.119999999999891,54.17475728155483,217800,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
726,727,1,3,4859.27,4865.81,6.539999999999964,34.12844036697267,218100,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
727,728,1,3,4871.12,4876.56,5.440000000000509,41.02941176470204,218400,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
728,729,1,3,4878.49,4885.18,6.690000000000509,33.363228699549026,218700,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
729,730,1,5,4899.33,4906.79,7.460000000000036,29.91957104557626,219000,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
730,731,2,3,4911.37,4918.96,7.5900000000001455,29.407114624505365,219300,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
731,732,1,3,4911.37,4918.5,7.130000000000109,31.304347826086477,219600,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
732,733,2,3,4913.93,4921.75,7.819999999999709,28.54219948849211,219900,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
733,734,2,2,4930.69,4934.87,4.180000000000291,53.39712918659915,220200,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
734,735,1,2,4930.69,4937.68,6.990000000000691,31.931330472099845,220500,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
735,736,1,1,4932.77,4939.09,6.319999999999709,35.31645569620416,220800,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
736,737,1,2,4939.34,4945.06,5.720000000000255,39.02097902097728,221100,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
737,738,1,1,4949.46,4957.71,8.25,27.054545454545455,221400,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
738,739,1,2,4963.8,4972.49,8.6899999999996,25.68469505178484,221700,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
739,740,2,2,4964.43,4967.93,3.5,63.771428571428565,222000,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
740,741,2,1,4986.79,4992.07,5.279999999999745,42.27272727272931,222300,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
741,742,2,3,4989.77,4994.76,4.989999999999782,44.729458917837626,222600,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
742,743,1,3,4991.15,4994.76,3.610000000000582,61.828254847635456,222900,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
743,744,1,2,4995.22,5000.87,5.649999999999636,39.50442477876361,223200,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
744,745,1,2,5019.63,5024.47,4.8400000000001455,46.11570247933746,223500,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
745,746,1,2,5030.98,5034.94,3.9600000000000364,56.36363636363584,223800,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
746,747,1,2,5041.21,5046.88,5.670000000000073,39.365079365078856,224100,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
747,748,1,3,5051.55,5057.81,6.260000000000218,35.65495207667607,224400,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
748,749,1,2,5076.74,5082.53,5.789999999999964,38.549222797927705,224700,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
749,750,1,1,5085.79,5092.87,7.079999999999927,31.52542372881388,225000,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
750,751,1,5,5094.97,5109.67,14.699999999999818,15.183673469387942,225300,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
751,752,2,3,5095.37,5101.6,6.230000000000473,35.82664526484479,225600,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
752,753,1,3,5098.48,5104.21,5.730000000000473,38.952879581148615,225900,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
753,754,1,2,5101.6,5106.05,4.449999999999818,50.15730337078856,226200,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
754,755,1,2,5105.36,5114.73,9.36999999999989,23.820704375667297,226500,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
755,756,1,2,5111.58,5117.55,5.970000000000255,37.38693467336524,226800,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
756,757,2,1,5121.25,5125.25,4.0,55.8,227100,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
757,758,1,3,5125.22,5129.77,4.550000000000182,49.05494505494309,227400,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
758,759,2,3,5126.61,5132.08,5.470000000000255,40.80438756855386,227700,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
759,760,2,2,5128.02,5133.02,5.0,44.64,228000,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
760,761,1,3,5131.38,5135.38,4.0,55.8,228300,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
761,762,1,2,5171.77,5179.31,7.539999999999964,29.60212201591526,228600,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
762,763,1,1,5174.37,5181.12,6.75,33.06666666666666,228900,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
763,764,1,2,5176.84,5183.2,6.359999999999673,35.09433962264331,229200,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
764,765,2,2,5180.53,5185.42,4.890000000000327,45.64417177913805,229500,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
765,766,1,3,5183.38,5191.79,8.409999999999854,26.539833531510563,229800,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
766,767,2,1,5183.9,5189.12,5.220000000000255,42.758620689653085,230100,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
767,768,1,5,5204.69,5219.49,14.800000000000182,15.081081081080894,230400,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
768,769,1,1,5217.41,5221.69,4.279999999999745,52.149532710283474,230700,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
769,770,1,3,5222.38,5226.4,4.019999999999527,55.52238805970802,231000,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
770,771,2,2,5231.11,5234.94,3.8299999999999272,58.27676240208988,231300,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
771,772,1,2,5238.46,5243.47,5.010000000000218,44.55089820359087,231600,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
772,773,1,2,5252.01,5257.89,5.880000000000109,37.95918367346868,231900,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
773,774,1,3,5253.82,5259.58,5.760000000000218,38.74999999999853,232200,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
774,775,1,5,5256.89,5271.39,14.5,15.39310344827586,232500,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
775,776,1,3,5269.69,5275.74,6.050000000000182,36.89256198346996,232800,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
776,777,1,3,5269.99,5277.11,7.119999999999891,31.34831460674205,233100,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
777,778,1,2,5274.89,5280.72,5.829999999999927,38.28473413379121,233400,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
